temperature,humidity,wind_speed,traffic_density,industrial_activity,AQI
18.97,74.02,8.79,6.0,33.58,113.79
28.74,63.37,13.37,8.0,35.96,148.99
19.91,70.9,6.11,6.0,42.17,117.69
32.29,65.36,14.46,6.0,37.82,142.16
16.14,41.48,9.17,8.0,72.68,121.75
28.36,46.71,6.06,3.0,20.01,106.39
18.89,55.18,8.36,3.0,60.85,178.32
23.55,75.98,7.38,6.0,77.73,209.36
17.78,48.51,8.27,4.0,38.43,160.18
30.76,66.84,8.22,,79.44,220.54
19.14,64.56,8.1,7.0,73.15,168.97
28.86,83.79,9.08,9.0,43.02,205.14
22.59,59.37,9.81,2.0,66.38,191.6
24.2,33.68,12.29,2.0,33.47,135.29
26.03,69.7,9.27,6.0,27.97,161.37
19.67,92.07,10.98,9.0,40.72,187.91
26.47,70.69,10.02,7.0,77.01,183.48
35.71,48.19,11.62,6.0,40.83,162.39
19.55,43.77,10.14,5.0,50.83,138.39
33.2,45.71,,8.0,29.91,156.06
35.49,90.05,7.25,2.0,67.33,274.92
19.29,55.09,10.63,3.0,66.63,198.72
14.81,50.06,13.82,6.0,35.91,124.68
27.11,57.62,9.31,1.0,3.66,96.7
21.17,55.25,7.9,8.0,42.77,143.06
38.08,83.51,9.23,9.0,58.85,151.85
25.24,44.78,8.32,2.0,49.74,147.24
19.38,77.71,8.0,9.0,51.61,172.56
16.97,61.83,5.67,5.0,56.99,184.35
32.63,78.11,9.27,8.0,39.78,162.2
21.0,83.74,10.71,1.0,24.89,144.17
25.31,61.27,6.75,1.0,64.78,214.39
31.69,55.27,7.36,4.0,32.3,147.04
21.61,60.99,7.16,1.0,25.97,101.91
24.68,58.58,5.84,1.0,60.0,155.86
24.88,35.15,7.13,5.0,27.88,134.03
29.78,83.29,9.41,2.0,33.64,179.7
29.14,63.69,5.97,4.0,81.61,194.99
23.46,42.55,9.59,8.0,81.77,190.31
25.45,,7.89,6.0,73.83,193.8
22.4,25.09,7.21,2.0,65.19,193.08
14.66,71.56,11.13,3.0,73.13,192.96
26.8,50.72,8.08,2.0,89.25,200.47
38.25,53.18,8.59,4.0,71.88,185.63
18.81,67.32,13.89,5.0,55.03,163.97
19.59,52.26,7.24,9.0,67.46,220.96
18.9,68.2,14.7,7.0,40.7,147.34
30.07,61.43,8.96,8.0,52.93,189.75
28.14,58.74,6.59,7.0,53.82,143.57
23.89,36.41,8.34,10.0,47.24,187.54
18.57,47.7,10.21,8.0,43.7,175.33
25.65,69.04,13.76,5.0,75.76,186.99
14.05,49.77,12.4,3.0,30.94,108.54
26.0,78.08,10.19,7.0,52.96,214.67
31.1,95.2,13.78,1.0,24.21,222.51
16.24,69.85,4.36,3.0,9.85,81.48
14.27,82.39,10.75,7.0,73.9,194.09
36.06,70.81,10.93,4.0,75.72,199.3
20.72,51.99,10.97,7.0,40.29,165.91
32.95,63.0,5.17,10.0,51.01,200.21
23.92,90.2,6.95,10.0,44.21,183.46
23.87,52.15,9.5,6.0,44.24,114.28
28.07,44.41,13.34,4.0,40.24,153.2
18.81,42.99,15.75,7.0,59.2,138.36
25.93,56.74,8.01,8.0,42.38,130.8
22.33,44.95,6.07,8.0,58.3,155.16
15.76,85.11,12.45,7.0,83.35,208.31
27.36,63.25,17.84,2.0,57.79,145.72
23.16,74.58,13.32,8.0,52.5,147.83
23.9,55.52,7.75,5.0,38.57,122.88
16.53,42.9,18.58,9.0,49.71,184.87
36.14,40.36,12.06,6.0,16.59,114.11
31.14,46.38,7.63,4.0,80.79,189.11
31.75,65.21,15.8,9.0,30.84,148.39
22.86,67.8,7.39,1.0,11.63,123.17
12.9,69.05,8.14,4.0,47.91,140.49
38.67,37.67,12.18,5.0,57.08,108.45
24.57,59.99,9.93,4.0,76.49,182.7
19.76,44.61,10.11,9.0,54.9,153.21
27.92,66.02,10.12,1.0,68.51,185.75
33.17,67.19,13.34,3.0,68.6,142.53
24.84,42.42,3.03,9.0,66.64,254.49
,74.52,10.85,7.0,27.33,214.2
32.58,95.08,9.13,5.0,60.22,226.92
17.47,72.52,7.74,6.0,22.3,141.28
20.28,57.56,7.73,4.0,89.89,199.96
,55.25,2.09,5.0,63.95,216.41
6.01,56.86,7.6,8.0,37.5,138.86
,48.59,13.87,5.0,57.52,184.11
14.98,63.79,12.5,10.0,29.79,157.99
21.66,42.92,9.43,2.0,18.91,81.35
22.91,31.65,5.77,8.0,67.54,157.57
22.49,63.29,12.47,3.0,30.38,154.69
21.13,60.32,13.93,5.0,46.38,164.37
17.32,51.43,13.1,6.0,54.11,122.17
41.04,40.76,7.09,1.0,46.35,143.06
38.07,64.35,7.41,3.0,29.44,150.07
16.87,45.15,14.97,1.0,51.21,127.32
36.07,57.92,6.37,7.0,52.96,184.19
22.2,86.47,11.43,2.0,67.43,223.16
25.9,69.77,4.67,10.0,98.9,261.76
24.56,39.46,9.1,7.0,10.47,101.43
20.38,40.88,11.76,3.0,34.03,96.87
31.89,62.28,9.91,3.0,54.46,178.51
25.88,39.37,11.57,1.0,70.22,162.16
21.66,29.97,6.32,7.0,56.93,144.36
15.87,67.99,7.54,8.0,72.46,176.44
18.74,64.81,11.45,4.0,20.4,152.9
13.51,66.76,12.09,9.0,43.65,199.7
25.09,63.95,10.66,4.0,79.23,209.28
16.62,59.02,12.84,10.0,32.8,316.72
23.14,50.07,5.03,5.0,-7.98,97.34
34.59,67.74,8.6,6.0,33.66,127.6
33.4,82.95,15.47,9.0,58.75,202.61
24.77,52.48,13.85,9.0,48.58,144.04
24.39,44.69,11.9,8.0,24.3,128.99
38.16,42.97,9.53,10.0,35.57,188.07
28.65,47.0,13.1,2.0,23.39,96.38
22.71,63.04,11.29,10.0,25.74,148.65
15.02,27.91,5.45,10.0,32.42,146.82
27.76,66.59,12.99,1.0,52.11,196.17
30.81,69.66,7.4,2.0,2.24,142.53
20.58,33.03,12.28,6.0,77.31,141.33
27.04,45.31,5.15,7.0,47.93,138.04
22.45,61.2,14.8,6.0,27.87,144.5
23.71,57.85,9.18,1.0,30.53,123.68
7.59,67.79,6.67,1.0,37.31,121.47
23.45,57.88,7.93,1.0,50.12,191.51
31.79,78.97,8.99,1.0,53.03,178.55
20.58,55.18,9.98,10.0,46.12,201.38
25.37,45.25,13.95,10.0,34.89,119.54
19.71,44.05,10.21,1.0,49.78,122.09
27.52,71.03,3.49,2.0,8.52,133.61
23.48,60.44,6.31,2.0,25.69,157.13
18.43,69.51,18.27,4.0,36.48,137.26
34.33,69.2,10.41,3.0,23.16,188.97
31.5,29.7,12.85,4.0,45.63,133.08
20.77,42.9,9.07,5.0,23.24,110.62
28.48,44.69,6.99,4.0,84.26,242.87
28.76,47.76,8.56,3.0,20.85,135.15
29.5,53.69,10.38,3.0,80.22,188.44
13.14,,8.62,4.0,9.9,126.98
32.05,,15.76,6.0,90.1,231.86
21.01,55.61,8.15,7.0,61.68,177.02
22.5,56.23,6.84,4.0,65.83,192.54
43.47,49.42,12.43,8.0,22.69,100.31
27.11,61.34,12.8,6.0,43.55,146.11
22.3,63.04,10.09,5.0,44.85,170.94
,72.1,8.19,8.0,47.98,159.55
34.73,71.98,4.3,6.0,75.45,210.45
15.58,25.47,13.66,1.0,63.83,130.48
17.98,57.71,12.61,1.0,46.69,130.76
22.68,80.76,8.68,10.0,69.98,187.2
34.91,53.43,10.18,10.0,73.66,172.86
30.41,77.09,9.32,6.0,38.64,184.29
23.9,55.4,14.89,8.0,38.06,140.63
27.16,62.62,6.89,9.0,93.23,248.27
20.8,42.95,8.14,4.0,45.2,137.75
25.98,43.51,7.85,7.0,37.14,106.29
25.51,70.88,10.93,9.0,46.91,154.61
31.78,73.23,10.17,8.0,71.49,207.31
31.77,60.4,10.6,8.0,64.37,204.4
28.46,41.59,7.36,1.0,47.49,106.23
22.46,60.66,14.45,10.0,62.23,120.09
30.19,78.86,8.64,6.0,55.01,235.06
24.36,86.14,13.56,9.0,47.16,198.27
17.43,55.25,19.42,8.0,,108.56
22.18,35.1,7.38,2.0,52.96,142.56
,72.61,11.03,5.0,41.68,154.79
31.37,55.86,,4.0,51.41,176.28
23.72,74.15,16.09,8.0,49.01,154.14
16.54,64.22,9.16,9.0,20.99,106.58
25.4,46.75,10.75,3.0,39.41,149.03
25.79,60.87,10.68,9.0,44.83,211.38
26.3,79.63,9.7,1.0,87.19,242.05
31.44,57.76,12.27,7.0,46.8,164.7
32.13,44.48,10.28,8.0,55.46,163.76
20.84,36.17,11.45,6.0,93.03,176.96
20.69,48.42,10.64,4.0,18.42,99.45
17.72,53.85,,,19.31,129.59
29.89,72.3,9.19,7.0,34.43,196.26
35.14,43.19,11.67,10.0,43.34,184.77
22.79,83.31,11.65,6.0,45.36,182.38
23.31,39.94,13.74,4.0,39.78,128.7
35.27,94.97,15.58,5.0,25.33,161.37
28.54,85.88,8.44,10.0,69.48,244.22
28.05,62.12,10.4,4.0,40.92,158.4
16.66,35.28,9.42,,73.69,167.27
29.75,59.17,6.68,4.0,29.66,128.96
18.5,54.2,11.69,6.0,89.19,183.89
17.06,40.89,12.33,2.0,16.68,73.9
22.57,64.37,6.77,7.0,49.71,186.53
20.9,47.65,8.88,9.0,30.03,128.83
23.45,49.28,8.58,10.0,50.71,233.44
14.91,56.94,5.47,2.0,30.41,274.68
31.71,51.38,9.89,7.0,7.09,151.41
32.89,91.17,6.56,2.0,34.39,222.22
11.37,51.96,10.48,9.0,81.92,207.9
31.85,66.61,10.81,1.0,30.0,143.49
19.33,62.18,11.18,4.0,60.17,152.09
31.0,65.29,11.32,2.0,50.11,154.08
24.52,66.44,14.59,1.0,40.91,165.01
25.2,73.22,7.57,2.0,90.87,241.35
23.7,64.0,7.72,10.0,43.71,159.54
33.48,63.37,11.97,6.0,53.39,172.7
16.32,60.88,9.6,5.0,,174.11
29.25,57.92,13.38,1.0,81.5,196.21
32.71,46.32,11.69,3.0,20.03,108.95
30.01,59.09,15.75,10.0,94.88,220.79
41.27,63.62,9.73,6.0,80.39,163.98
21.3,66.03,5.55,5.0,57.95,192.8
31.7,62.7,11.02,6.0,62.36,163.76
24.26,56.51,9.78,8.0,45.44,172.63
33.63,59.14,11.6,6.0,53.0,178.13
24.95,51.7,11.99,5.0,58.4,185.29
22.28,64.7,8.4,4.0,31.83,168.33
34.14,56.68,6.97,5.0,80.39,261.66
21.56,62.71,9.56,9.0,54.48,131.57
15.11,75.01,2.86,10.0,52.83,200.69
21.38,49.36,10.24,6.0,32.67,83.48
29.33,68.95,8.78,5.0,73.39,225.08
34.74,60.5,12.59,8.0,49.08,168.21
25.78,,4.04,5.0,39.5,185.59
34.23,56.76,10.02,5.0,28.28,150.24
,70.43,14.73,8.0,46.77,133.22
21.9,,12.03,9.0,26.61,183.1
22.98,39.18,12.94,8.0,56.92,148.23
24.2,52.19,11.02,9.0,65.49,186.29
25.59,73.21,5.02,9.0,42.14,185.73
29.84,53.51,10.5,8.0,54.72,198.41
21.89,26.7,11.23,7.0,74.4,137.88
25.97,59.53,6.77,7.0,46.54,196.0
24.68,43.61,9.62,1.0,47.89,132.74
18.52,61.98,1.3,7.0,50.11,177.88
24.2,83.27,9.0,10.0,41.19,209.42
23.99,71.54,8.69,6.0,42.97,167.12
23.84,83.05,14.21,1.0,34.62,167.3
25.22,51.58,8.19,10.0,58.59,200.12
25.53,57.85,9.2,10.0,48.57,165.9
21.97,44.33,9.76,8.0,61.98,178.84
33.91,49.74,8.23,9.0,70.44,190.48
16.81,46.1,12.16,2.0,28.99,112.65
19.95,40.4,4.02,4.0,33.27,150.97
44.46,80.49,13.41,7.0,63.84,189.23
17.73,28.62,9.96,1.0,44.91,133.8
15.52,80.55,13.9,8.0,51.61,185.3
30.14,78.69,1.76,9.0,51.67,180.64
10.46,67.5,2.69,8.0,31.04,144.72
23.35,43.28,9.12,2.0,60.12,146.05
40.02,36.27,11.52,8.0,54.98,153.93
14.19,51.77,8.34,8.0,29.83,346.28
11.13,69.38,11.75,2.0,46.7,395.79
,60.05,12.94,9.0,47.82,183.75
31.29,44.35,12.0,1.0,64.95,147.81
32.87,77.22,10.31,7.0,73.46,193.65
21.41,85.27,10.29,2.0,49.83,183.23
29.78,56.6,8.16,8.0,16.39,167.74
34.73,61.64,9.83,8.0,64.52,254.73
37.51,37.37,6.93,4.0,93.96,203.66
23.28,53.78,7.65,8.0,64.36,134.19
8.89,67.66,11.54,5.0,44.54,116.3
19.25,65.32,8.61,9.0,58.02,144.94
22.01,52.38,7.79,1.0,66.01,190.65
23.19,55.89,11.35,5.0,52.26,165.88
23.68,53.29,11.14,9.0,76.3,204.67
32.83,55.82,9.35,6.0,27.35,172.41
33.92,66.35,9.55,4.0,41.92,210.67
23.8,30.49,11.25,1.0,59.18,165.37
32.69,58.88,12.91,10.0,63.97,210.04
27.5,65.25,10.6,6.0,39.06,124.29
25.45,51.44,6.42,7.0,40.95,148.97
31.35,52.81,9.34,7.0,36.67,188.83
25.51,53.24,8.78,9.0,35.11,139.14
39.4,52.81,6.84,4.0,60.38,220.07
14.93,60.09,11.49,4.0,49.25,158.83
21.39,61.94,11.72,5.0,75.95,217.15
24.11,28.49,12.18,9.0,28.13,90.29
28.08,69.79,7.03,2.0,46.86,197.84
33.88,55.65,10.47,4.0,64.72,171.71
24.83,88.99,9.98,9.0,56.89,215.69
15.04,42.13,10.92,6.0,28.04,115.82
30.9,46.99,10.39,6.0,73.04,221.67
30.28,56.96,9.96,7.0,51.92,196.32
11.41,66.2,9.6,5.0,88.34,171.73
24.97,30.74,13.32,4.0,47.36,109.13
13.87,47.56,7.41,3.0,73.16,167.67
20.35,68.87,9.48,2.0,42.83,178.48
18.68,45.78,13.24,7.0,45.28,128.13
30.66,80.55,7.57,5.0,59.88,183.14
25.82,53.19,7.72,1.0,15.96,84.76
16.0,46.51,12.2,4.0,9.62,109.23
31.16,69.15,5.73,9.0,36.46,128.78
14.96,84.11,11.98,8.0,24.01,175.81
27.31,66.25,8.53,7.0,4.89,92.09
19.3,78.91,11.23,5.0,64.85,187.06
22.44,85.15,6.34,1.0,34.18,143.22
28.53,46.17,13.56,5.0,43.13,118.22
28.65,74.08,6.35,8.0,52.78,195.89
34.36,,12.17,4.0,60.09,157.75
24.42,66.37,6.47,5.0,55.66,151.85
27.15,58.93,15.42,8.0,54.04,155.6
21.94,78.64,9.79,5.0,59.39,198.96
26.27,77.58,15.85,4.0,40.01,168.29
28.08,68.55,7.54,4.0,35.75,113.89
24.31,64.48,8.67,6.0,3.66,105.15
12.37,67.63,13.63,10.0,62.77,130.69
27.32,60.93,5.72,1.0,36.29,145.62
27.55,59.08,7.9,4.0,89.67,214.51
20.24,81.64,11.49,1.0,64.76,210.33
16.01,83.44,6.94,6.0,69.0,241.97
35.33,57.88,11.57,8.0,64.11,167.69
28.44,63.56,10.51,4.0,60.61,192.97
23.4,61.22,5.46,8.0,59.52,213.56
17.04,35.82,12.9,2.0,61.38,126.01
19.25,54.95,6.21,5.0,53.5,193.74
34.12,84.0,12.31,3.0,37.67,175.53
25.96,48.75,10.39,7.0,26.43,124.07
21.15,91.72,8.63,9.0,58.46,218.76
28.57,77.58,6.68,1.0,75.83,183.64
19.3,66.02,10.99,8.0,47.49,172.66
35.51,68.41,7.38,4.0,53.03,171.7
34.47,46.24,13.62,10.0,23.65,128.09
21.73,56.02,13.73,5.0,40.92,131.78
20.6,81.62,14.93,1.0,25.42,142.25
6.67,50.78,10.84,5.0,26.81,145.34
14.63,75.92,8.79,9.0,51.97,190.76
15.62,39.34,9.11,8.0,48.85,173.99
25.95,42.03,8.89,8.0,65.75,155.57
22.72,88.52,10.74,6.0,65.32,248.37
15.58,59.82,11.31,9.0,32.52,116.82
23.03,51.92,13.69,4.0,11.29,67.83
28.54,80.44,10.06,6.0,31.03,159.56
28.69,78.69,5.79,,35.79,166.2
11.7,73.81,8.78,2.0,61.04,145.33
24.1,51.45,14.67,9.0,62.25,142.58
15.32,55.7,5.33,5.0,49.07,78.79
31.31,64.67,12.22,2.0,64.8,152.87
30.49,70.42,8.83,5.0,101.25,235.09
,52.37,7.35,6.0,47.63,199.84
,62.56,11.19,8.0,45.34,180.65
21.77,64.01,14.68,5.0,33.19,144.66
9.23,79.3,11.02,2.0,56.38,230.48
27.35,71.32,9.21,7.0,72.75,170.33
23.09,37.4,6.11,5.0,40.03,142.14
31.79,56.8,9.7,2.0,42.18,207.57
17.31,46.07,6.0,6.0,39.57,136.06
20.67,68.52,9.07,7.0,26.98,128.07
14.45,73.85,9.81,8.0,52.68,202.69
17.97,61.52,2.92,3.0,53.4,170.35
16.73,55.98,14.16,4.0,49.17,177.77
31.97,61.04,6.28,6.0,86.78,253.88
20.11,63.13,9.44,3.0,58.0,172.1
25.87,50.4,11.6,6.0,27.67,153.6
22.33,41.72,13.93,9.0,62.65,374.7
16.11,29.25,7.62,5.0,43.21,135.16
23.82,79.01,2.47,2.0,43.42,205.29
29.19,67.45,13.24,10.0,46.53,163.39
16.55,65.44,6.25,2.0,44.29,202.77
30.66,78.98,11.08,,55.4,198.68
19.05,41.17,11.26,4.0,92.31,205.02
21.62,33.97,0.24,9.0,42.63,130.64
28.71,65.76,5.16,9.0,51.78,180.62
20.36,64.4,8.62,6.0,54.69,184.34
25.26,34.03,2.25,10.0,39.75,180.57
22.8,65.39,5.99,5.0,41.97,206.71
25.91,54.0,10.37,7.0,69.87,165.08
8.33,47.89,9.73,5.0,39.79,112.61
12.19,55.0,10.91,9.0,32.24,104.85
29.31,23.38,11.35,9.0,85.66,199.79
32.26,51.13,4.95,7.0,25.9,185.1
18.63,49.44,6.15,4.0,67.67,181.56
23.29,68.36,12.28,1.0,45.97,159.2
27.06,57.63,14.57,4.0,25.7,126.43
,69.58,,3.0,42.46,163.08
10.81,21.76,10.78,1.0,45.49,79.61
18.8,47.41,12.42,10.0,17.4,138.18
22.67,68.34,10.71,4.0,58.56,185.84
29.92,55.37,9.25,7.0,56.54,167.19
42.49,72.68,,2.0,43.03,258.26
23.4,,15.96,7.0,59.47,143.08
15.15,70.97,10.29,6.0,54.08,134.45
27.82,50.41,11.17,9.0,,214.6
34.25,48.96,10.97,2.0,28.44,83.69
25.76,74.87,7.56,6.0,44.15,193.67
18.65,77.43,10.15,6.0,70.02,217.49
31.71,75.52,9.03,6.0,60.83,239.24
29.64,90.58,8.98,3.0,3.97,113.49
17.82,79.0,10.95,6.0,16.62,128.5
27.67,48.07,7.25,9.0,50.02,170.31
31.98,62.12,6.39,3.0,82.8,245.12
33.27,54.6,11.51,2.0,41.37,160.27
24.53,90.44,8.41,8.0,62.98,233.35
22.49,76.57,8.96,3.0,51.65,213.3
33.59,57.17,4.21,5.0,61.58,195.34
16.53,,12.89,5.0,71.41,230.99
28.07,41.52,11.57,2.0,68.88,167.29
15.41,63.75,12.12,2.0,68.18,200.72
32.46,45.93,11.16,6.0,37.7,130.6
23.19,34.67,5.45,2.0,,161.55
33.88,71.77,10.69,6.0,60.37,226.79
28.44,73.63,8.17,,59.65,175.48
16.44,66.86,7.11,4.0,61.89,212.69
34.97,57.26,11.5,10.0,14.63,134.44
35.86,41.0,14.98,4.0,73.94,226.32
31.18,42.58,14.48,3.0,15.93,91.21
19.67,45.46,11.87,1.0,34.98,127.95
22.86,56.49,9.91,4.0,53.91,162.84
26.02,76.14,9.35,3.0,49.41,197.23
20.07,75.91,7.29,8.0,78.37,172.0
36.85,35.27,9.19,5.0,26.58,89.87
26.01,49.6,12.73,7.0,42.72,162.27
6.08,49.2,15.47,3.0,10.61,77.28
27.38,22.03,7.55,3.0,52.63,91.38
22.56,68.49,4.01,6.0,45.84,168.54
24.48,56.31,8.41,10.0,25.2,133.11
22.42,58.3,12.71,4.0,76.18,177.65
30.65,80.19,16.22,8.0,71.6,229.77
32.84,61.32,13.93,3.0,51.44,194.43
26.98,53.54,13.86,5.0,72.77,126.85
22.62,68.58,7.45,1.0,48.15,168.28
24.71,75.88,7.54,1.0,64.27,202.86
25.14,64.45,6.03,8.0,67.26,171.1
19.38,70.34,8.0,7.0,28.63,184.06
29.05,57.82,12.74,1.0,58.65,175.65
28.22,58.77,14.87,6.0,53.37,183.19
35.78,61.7,11.04,2.0,29.52,131.27
33.79,48.7,9.23,1.0,24.45,106.24
20.2,51.48,6.8,10.0,59.96,170.18
30.74,80.67,9.66,5.0,44.36,180.35
18.34,90.12,10.61,5.0,20.7,139.13
29.87,83.88,5.61,2.0,61.59,235.99
21.38,40.15,12.76,5.0,68.7,230.52
17.84,38.7,8.73,7.0,26.58,132.95
26.96,42.14,12.58,4.0,49.97,95.42
6.28,62.02,9.97,2.0,80.37,194.42
12.74,17.87,10.89,5.0,31.77,64.62
23.76,51.17,7.89,6.0,84.14,198.85
25.58,81.11,8.97,8.0,43.52,183.85
22.41,74.74,11.93,9.0,48.6,170.98
13.94,52.36,9.61,10.0,22.11,98.35
19.27,53.5,6.69,8.0,22.84,147.24
27.74,68.51,10.33,7.0,36.88,111.38
29.07,74.03,11.16,9.0,67.71,217.78
24.89,52.0,14.12,9.0,96.81,193.2
33.1,56.48,13.46,6.0,102.12,236.52
27.78,51.51,9.81,3.0,47.54,121.37
19.77,40.03,8.36,8.0,42.87,149.86
23.04,56.7,9.32,3.0,30.32,169.54
15.18,55.56,8.43,1.0,72.29,167.47
24.24,41.09,11.52,4.0,35.48,109.12
32.78,69.69,13.12,9.0,45.26,183.23
29.8,67.25,13.72,8.0,59.94,189.47
34.81,70.44,8.76,6.0,59.03,164.2
22.88,48.48,8.46,3.0,37.79,166.92
34.42,30.25,8.74,3.0,48.1,163.8
23.65,67.01,4.2,7.0,38.32,205.76
35.3,50.04,6.39,5.0,33.35,165.27
24.85,46.64,9.9,3.0,29.5,171.63
29.95,41.14,11.14,1.0,20.57,58.5
,55.87,11.47,9.0,57.24,219.22
23.65,83.66,7.66,5.0,45.19,176.04
26.53,52.42,8.53,7.0,27.29,123.62
34.02,43.65,9.19,10.0,25.44,117.11
24.07,69.78,8.86,9.0,25.13,163.14
15.75,62.59,12.06,4.0,37.76,158.98
40.0,28.21,6.08,5.0,72.51,174.96
21.71,69.94,6.55,3.0,36.37,167.0
26.11,91.93,9.1,7.0,61.15,283.92
33.09,20.99,5.9,1.0,81.21,164.16
20.74,41.46,4.3,8.0,53.37,159.1
17.94,17.27,5.52,3.0,34.7,145.87
26.78,58.87,9.27,4.0,48.21,124.24
12.45,74.86,11.89,10.0,49.13,177.73
22.98,61.58,11.95,4.0,84.55,143.49
26.72,80.88,14.76,7.0,15.35,96.84
23.11,72.46,10.3,7.0,72.31,176.63
14.2,85.53,10.71,4.0,15.14,110.12
36.16,77.4,9.25,6.0,66.23,181.94
25.72,53.96,9.39,8.0,41.81,160.58
35.02,61.0,16.24,10.0,86.52,247.35
,46.97,10.78,4.0,63.47,217.06
18.84,56.54,11.04,1.0,61.47,138.13
26.88,60.93,6.56,7.0,31.16,172.41
23.49,58.73,11.23,2.0,86.11,232.27
16.76,80.13,11.97,3.0,106.3,245.49
35.29,55.05,13.33,8.0,90.23,233.74
20.64,46.02,11.89,2.0,29.94,125.33
12.12,46.96,9.62,2.0,46.2,146.95
34.3,69.83,,4.0,26.23,130.49
21.47,38.95,9.78,6.0,37.81,79.57
20.75,,10.32,10.0,55.67,164.25
12.64,79.91,13.8,2.0,64.59,159.61
37.19,64.39,13.22,9.0,60.66,181.85
15.97,,12.26,2.0,15.58,126.28
25.41,59.46,16.09,9.0,49.27,189.94
31.39,44.56,2.03,7.0,60.35,195.08
27.95,47.14,,3.0,68.97,150.33
24.58,57.07,9.97,9.0,58.56,168.83
13.09,64.07,7.98,9.0,59.77,163.98
19.33,74.22,7.21,6.0,45.24,178.39
26.31,61.39,4.85,2.0,55.44,170.08
19.49,80.29,9.07,7.0,101.69,273.59
26.42,84.08,12.68,4.0,74.14,188.67
29.77,71.93,12.32,4.0,57.29,234.82
31.74,78.37,7.74,7.0,64.57,175.97
16.42,45.14,10.66,5.0,51.52,152.47
40.38,42.76,14.07,1.0,51.42,104.49
30.37,67.77,5.44,3.0,69.01,233.85
24.99,39.88,9.52,7.0,38.02,135.42
32.63,55.64,10.86,9.0,47.41,170.74
41.56,71.57,10.03,9.0,22.6,133.51
14.93,81.2,12.55,,65.53,219.57
23.42,56.19,5.51,5.0,71.39,214.12
8.35,50.25,6.98,4.0,62.06,151.15
26.35,64.81,12.05,9.0,45.31,163.09
27.56,43.9,4.89,6.0,49.12,141.55
24.73,57.4,12.44,10.0,52.94,141.81
20.42,59.88,11.35,2.0,71.9,165.18
10.65,59.58,12.23,3.0,70.73,164.35
27.61,61.33,8.59,7.0,21.31,135.47
35.19,47.48,11.53,4.0,32.44,129.73
,49.1,6.48,7.0,58.69,151.83
28.08,48.79,8.76,5.0,23.23,142.38
14.02,35.7,10.11,1.0,68.37,178.27
28.2,65.13,7.3,10.0,44.49,199.7
22.25,73.42,10.65,3.0,64.14,204.43
19.66,,6.57,9.0,50.68,122.74
19.68,56.06,10.81,4.0,48.03,124.45
22.24,47.83,15.23,5.0,28.26,71.3
27.68,71.16,6.23,2.0,39.05,120.95
15.81,69.58,9.93,10.0,47.69,198.07
22.22,63.26,5.15,8.0,47.03,218.69
24.71,86.16,7.5,1.0,64.48,205.11
17.31,,12.11,4.0,37.15,145.01
37.58,56.15,8.71,6.0,49.41,162.7
,54.0,12.23,8.0,80.09,220.04
20.31,36.59,11.07,4.0,66.43,162.12
18.15,69.92,9.81,2.0,52.1,152.03
37.59,58.42,6.91,4.0,20.84,151.92
28.87,67.65,12.06,1.0,22.53,120.3
18.44,87.63,10.91,8.0,62.75,206.01
32.74,54.14,5.42,9.0,64.8,216.17
26.4,24.93,7.11,3.0,11.1,179.03
26.8,67.22,1.69,8.0,64.0,257.76
22.59,62.5,5.9,9.0,38.76,167.77
19.75,49.01,9.06,8.0,41.89,121.03
27.36,65.96,6.83,2.0,67.78,138.92
21.18,71.79,7.51,2.0,64.65,222.48
37.72,45.8,14.17,,48.03,180.22
16.11,55.48,13.09,4.0,63.76,144.23
35.75,82.15,7.92,1.0,42.73,176.51
24.22,49.18,12.38,3.0,34.2,126.85
27.09,61.0,13.64,4.0,75.2,200.73
30.83,20.63,11.86,2.0,76.52,196.65
20.59,37.77,10.9,7.0,37.13,89.6
31.05,62.36,13.29,10.0,39.32,169.77
6.05,78.42,12.31,3.0,67.83,184.31
19.96,39.57,6.36,7.0,36.13,120.47
18.53,61.12,9.43,7.0,66.02,202.89
16.23,54.36,8.34,9.0,29.51,130.46
23.5,74.3,13.46,4.0,44.27,153.1
27.7,41.73,8.26,4.0,69.57,182.42
29.92,66.45,7.74,1.0,30.62,133.01
26.69,50.19,13.08,6.0,38.24,147.94
20.34,63.35,10.78,6.0,57.53,159.8
27.58,,16.34,7.0,14.04,145.99
25.87,56.22,7.41,9.0,51.46,177.8
31.55,67.17,8.44,10.0,73.22,196.33
30.44,60.65,13.37,10.0,67.3,194.09
25.21,58.01,6.16,10.0,49.01,199.24
18.72,54.65,13.96,9.0,50.41,108.33
,61.16,6.38,5.0,79.84,237.58
21.15,63.33,11.83,2.0,77.41,195.52
22.79,45.16,4.47,1.0,48.11,149.79
26.88,54.76,10.14,2.0,37.41,118.25
30.01,44.17,5.89,2.0,67.15,185.96
24.64,59.4,15.78,1.0,72.61,145.97
25.11,51.12,6.79,8.0,77.57,150.57
26.0,71.56,7.51,3.0,61.67,171.44
21.39,70.09,11.61,10.0,42.88,153.67
18.52,46.16,8.2,10.0,16.6,126.57
12.71,59.97,12.1,8.0,88.77,317.18
20.13,69.58,7.87,6.0,82.06,184.61
28.31,57.37,,1.0,34.66,122.84
20.08,,9.92,7.0,53.81,154.79
23.34,43.61,6.35,3.0,45.58,159.93
28.27,72.81,11.19,9.0,51.32,198.15
28.64,73.54,12.63,9.0,41.99,315.33
